text,label,label_encoded
UHAULDESERT STORA INDIO,Transport,5
DEBIT CRD PUR INTL EST SERV VILLA GUATEMALA,Transport,5
JOYCO FORT BENTON,Transport,5
MSHADE CITGO I MAPLE SHADE,Transport,5
THE COLUMNS HOTEL BAR NEW ORLEANS,Transport,5
ACADEMY CONOCO COLORADO SPRI,Transport,5
MAHWAH FUEL STOP MAHWAH,Transport,5
NAPOLEON TAICAB S TAI,Transport,5
DEBIT CRD PURCHASE HOTEL CHOCOLAT EST PO,Transport,5
DEBIT CRD PUR INTL SERVDISCOLURE SANT SAN JOSE,Transport,5
COULWOOD TIRE CHARLOTTE,Transport,5
AIRSIDE A GIFT TAMPA,Transport,5
SHARPS BETHANY,Transport,5
DEBIT CRD PURCHASE HOTEL PLAYA GRANDE USD CABO SAN LUCA M,Transport,5
DEBIT CRD PURCHASE GOLDFIELDS JEWELLERS QUEENSTOWN,Transport,5
MAVERICK RESTAURANT LANDER,Transport,5
IDS WINDOW TINT AND LITTLETON,Transport,5
IDEAL AUTOMOTIVE BLAINE,Transport,5
SHERATON KEAUHOU FB KAILUA KONA,Transport,5
HOLLY GAS AND DIES SAN CARLOS,Transport,5
HYATT RSVN GCC OMAHA,Transport,5
SHOPPINGWAREHOUSE,Transport,5
DEBIT CRD PUR INTL HOTEL AUBERGE UNIVERSE MONTREAL,Transport,5
MUNSONS SERVICE CENTER TUCSON,Transport,5
HARBOR VALERO VENTURA,Transport,5
BULL RUN BEER DELI PLYMOUTH,Transport,5
UHAULCONTINENTAL RANC TUCSON,Transport,5
M S ENTERPRISES MINOT,Transport,5
PORVENIR TRAVEL WEST PALM BEA,Transport,5
SAVE AUTOMOTIVE BONA TUCSON,Transport,5
BEAR INC CODY,Transport,5
GREER LODGE RESORT,Transport,5
RED ROOF INNS CHICAGO,Transport,5
MONTE AUTO SPA MONTE,Transport,5
REPAIR LLC CORVALLIS,Transport,5
SEVEN CORNERS MINNEAPOLIS,Transport,5
TVM STORE MPLS MINNEAPOLIS,Transport,5
DEBIT CRD PUR INTL JOOSIKHWESAJOONGWONSAN CHOONGBOOK,Transport,5
LOOMIS MOTOR SPORTS SCOTTSDALE,Transport,5
GAYLORD PALMS HTL F KISSIMMEE,Transport,5
CHALYBEATE STORE FUQUAY VARINA,Transport,5
RVZZ,Transport,5
DEBIT CRD PURCHASE HOTEL COCAL PUNTARENAS,Transport,5
AUTO REPAIR C SANTA CLARA,Transport,5
APPLE INN MOTEL CHELAN,Transport,5
COOL MOUNTAIN VACATION,Transport,5
JOSHS VALERO LOS ANGELES,Transport,5
DEBIT CRD PUR INTL REST HERRADURA NOGALES M,Transport,5
SPEED LUBE AND CARWASH SAINT GEORGE,Transport,5
DREAM CARS NATIONA ENGLEWOOD,Transport,5
PARADISE VILLA PHOENI,Transport,5
RATS TOWING,Transport,5
CHECK CRD PUR RTRN CHEVRON TUCSON,Transport,5
SFO A TEMP NEW SAN FRANCISCO,Transport,5
HOTEL RESTAURAN DENVER,Transport,5
WINTER HAVEN,Transport,5
FRANK S WESTSI WHITEFISH,Transport,5
VALUE SOURCE,Transport,5
JIM COOPERS TIRE A EAGAN,Transport,5
CHECK CRD PUR RTRN NAUTICAL INN RESORT LAKE HAVASU C,Transport,5
AUTOTEK BRADLEY BEACH,Transport,5
RAMCARIBBEAN LINE,Transport,5
TAKE TEN PONCA CITY,Transport,5
HADENSVILLE STORE LOUISA,Transport,5
GANESHA FOOD MART GASTONIA,Transport,5
DEBIT CRD PUR INTL TAI VIDAL,Transport,5
HUTTO AUTO PLE HUTTO T,Transport,5
AAFES FOSTER MAIN STOR APO,Transport,5
CARR FUEL EAGLE RIVER,Transport,5
CITGO FUEL EPRESS HUNTSVILLE,Transport,5
TONYS EPRESS AUT OAKLAND,Transport,5
AIR OSHKOSH,Transport,5
CJS OIL COMPANY KALONA,Transport,5
CONVENTION CTR E GARAG PHOENI,Transport,5
THE LOONS NEST INTL FALLS,Transport,5
INC DWIGHT,Transport,5
APPLE VACATIONS AMCAL,Transport,5
REVENUE AUTH POST METE LARGO,Transport,5
GET R DONE REPAIR TERRY,Transport,5
BLUE LUBE INC WORLAND,Transport,5
DEBIT CRD PUR INTL TOUR BORDEAU,Transport,5
UHAULBO SHIP M SAN MATEO,Transport,5
CHILLY MART NORTH RICHLAN T,Transport,5
NELSON MINISTRY B NASHVILLE,Transport,5
UPPER DARBY WASH UPPER DARBY,Transport,5
ROJO IRVING NORWOOD,Transport,5
ABRA BELLEV BELLEVUE,Transport,5
GEOMARTS POWER FUEL ARLINGTON,Transport,5
LAHAINA DIVERS LAHAINA,Transport,5
IMM AUTO SERVICE TEMPE,Transport,5
MEMORIAL AND MUSE,Transport,5
DEER LAKE BIG STOP DEER LAKE,Transport,5
PDQ FAST LUBE MCDONOUGH,Transport,5
MANAHAWKIN DISCOUN MANAHAWKIN,Transport,5
DEVON AMOCO DEVON,Transport,5
UHAULUNCLE BOBS S HILLSBOROUG,Transport,5
CLIFFS CAR WASH OGDEN,Transport,5
DEBIT CRD PUR INTL FRASER SPEEDWAY SHIPPI VANCOUVER,Transport,5
SST SOLUTIONSPREG MOUNT VERNON,Transport,5
CRABPLACECOM INC,Transport,5
WITTENBACH OIL LUBE GREENVILLE,Transport,5
SHERATON AIRPORT PORTLAND,Transport,5
RANCH WINES INC BONANZA,Transport,5
SANTA PALM CAR WAS QPS W HOLLYWOOD,Transport,5
WINDHAM RENTALS,Transport,5
SWIPE N SHINE MURRAY,Transport,5
TH SWIFT COUNTY,Transport,5
NOFSINGER AUTO REPAIR LOMBARD,Transport,5
SPENCERVILLE SERVI SPENCERVILLE,Transport,5
PRAZMA PAINT AND AUTOB,Transport,5
CHUMASH CREEKSIDE SANTA YNEZ,Transport,5
USAPARKINGFLL AIR FORT LAUDERDA,Transport,5
AAA INS,Transport,5
BRUCE SCHER GOODYEAR LAS VEGAS,Transport,5
MOBILE CAR CARE,Transport,5
GAS SAN PABLO,Transport,5
PAYALII RESORTS LLC,Transport,5
BAEK QUALITY GAS I HOLLIS,Transport,5
METRA NAPERVILLE NAPERVILLE,Transport,5
WEST INN SUITES LLC CARLSBAD,Transport,5
DEBIT CRD PUR INTL FRIDAYS AMERICAN TORONTO,Transport,5
NEWPORT LANDING SPORTS NEWPORT BEACH,Transport,5
MARRIOTT V REDMOND REDMOND,Transport,5
DEBIT CRD PURCHASE RANCHO SANTANA RIVAS,Transport,5
DIIELAND TIRE AND AUT SAINT GEORGE,Transport,5
JAMES MADISON SHELL VIENNA,Transport,5
CENE GLENW GLENWOOD,Transport,5
SHORES SERVICE ATASCADERO,Transport,5
FLASH GORDON TRANS SALT LAKE CIT,Transport,5
REPAIR SHOP HUNTSVILLE,Transport,5
THURMONDS AUTO ANCHOR POINT,Transport,5
CITY MUFFLER CEDAR CITY,Transport,5
CHECK CRD PUR RTRN SEASIDE GULF SEASIDE,Transport,5
DEBIT CRD PUR INTL KEFANG TANGSHAN,Transport,5
HOLLEICKEPERRIN TIRE WICHITA,Transport,5
GASN LYMAN,Transport,5
BEN TAYLOR INC SHELBY,Transport,5
BADEN SPRINGS WEST BADEN,Transport,5
SMF CAFETERIA SACRAMENTO,Transport,5
ROTARY ONLINE SERV,Transport,5
GET SOUTHAVEN,Transport,5
TIGER CAR WASH JACKSBORO T,Transport,5
DRURY SAN ANTONIO SAN ANTONIO T,Transport,5
DEBIT CRD PUR INTL OLD DREAM RICADI,Transport,5
AMERICANANOGALES NOGALES,Transport,5
CLARION SUITES YUMA YUMA,Transport,5
JOKER JOES HARDEEVILLE,Transport,5
QUICK PUMP SHOP CLARKSVILLE,Transport,5
CHECK CRD PUR RTRN RPS OMAHA PARK FOU,Transport,5
MAINLAND EPRESS TEAS CITY T,Transport,5
NCL RESERVATIONS USD MIAMI,Transport,5
SEASCAPE RESORT APTOS,Transport,5
THE MINI MART GURLEY,Transport,5
PFB CAR WASH REIDSVILLE,Transport,5
STUART CAR WASH AND STUART,Transport,5
BEARPOND FRESH MKT HENDERSON,Transport,5
BIG O GLENLDALE,Transport,5
ROADSIDE GAS WATERTOWN,Transport,5
ROCKER D RANCH MINERAL WELLS T,Transport,5
ARVADA SQUARE TIREAUT ARVADA,Transport,5
PROFUELS DAYBR ANTIGO,Transport,5
PORTSIDE NECCESSITIES LONG BEACH,Transport,5
GEORGES SER SUTTON,Transport,5
AMSTAR CLASSIC A WHITE BEAR,Transport,5
FALCON TOWING AND,Transport,5
WOODS SERVICE CENT,Transport,5
ACME GLASS INC COLLEGE STATI T,Transport,5
HIBISCUS SUITES SARASOTA,Transport,5
DREWS CAR WASH COLLEGE STATI T,Transport,5
BUDGET TRUCK RENTA BROOKLINE,Transport,5
GROOME TRANSPORTAT COLUMBUS,Transport,5
TKC PARKING INC SAN FRANCISCO,Transport,5
UHAULARIZONA AUTO N T SAFFORD,Transport,5
QIK GAS FOOD MESA,Transport,5
TRANSMISSION GREELEY,Transport,5
MENAUL GAS AND FOOD ALBUQUERQUE,Transport,5
ETERNAL THREAD NORTH RICHLAN T,Transport,5
ADMIRATION AUTO BODY AURORA,Transport,5
STEVES INTERMOUNT PROVO,Transport,5
Q T CONOCO MONTROSE,Transport,5
FLORAL PLAZA SALMON,Transport,5
RIDE RESERVATION SERV,Transport,5
CHECK CRD PUR RTRN IVYMEDIA DBA GOTOBUS CAMBRIDGE,Transport,5
RAMADA SLC AIRPORT SALT LAKE CIT,Transport,5
ROODS TIRE CENTER SIDNEY,Transport,5
ELITE EPERTS LLC HOUSTON T,Transport,5
DEBIT CRD PUR INTL COSTCO JUAREZ JUAREZ M,Transport,5
BARRIENTOS TIRES SAN DIEGO T,Transport,5
FHT LLC CENTRAL CITY,Transport,5
US FUEL SAN DIEGO,Transport,5
RJS CARWASH LLC STATESVILLE,Transport,5
WYNDHAM SUITES GLENVIE GLENVIEW,Transport,5
CAMDEN GARAGE CHARLESTON,Transport,5
SHAILLY ENTERPRISE COVINGTON,Transport,5
E COLONIA ORLANDO,Transport,5
PARKING GARAGE AUSTIN T,Transport,5
GASCO TUCSON,Transport,5
SNOWBIRDWEBSITELODGIN,Transport,5
DEBIT CRD PUR INTL UHAUL WEST SIDE EDMONTON,Transport,5
GENERA MIT INTL MILWAUKEE,Transport,5
A MUFFLER GRAND JUNCTIO,Transport,5
TATOGGA LAKE RESORT ISKUT,Transport,5
MISS DEBS HOOPER,Transport,5
LVH HOTEL CASINO LAS VEGAS,Transport,5
HILTON HOME SUIT LAYTON,Transport,5
CITY STOCKTON I,Transport,5
BATMANS TULSA,Transport,5
LEAWOOD MOTEL INN HOBBS,Transport,5
PRIMOS AUTO REPAIR LAKE ELSINORE,Transport,5
SUDDUTH TIRE COMPA LONG BEACH,Transport,5
NAUTICAL INN RESTBAR LAKE HAVASU C,Transport,5
DEBIT CRD PUR INTL OKEY SALTILLO SALTILLO COAH M,Transport,5
HANCOCKS SERVICE C RICHMOND,Transport,5
LKQ EAST CAROLI GREENVILLE,Transport,5
SWAN BOATS INC BOSTON,Transport,5
DEBIT CRD PUR INTL GRAND PRI AUTOLAVADO HERMOSILLO M,Transport,5
MERMAID CAR WASH MADISON,Transport,5
NRG FORT WORTH T,Transport,5
SAND N SAGE LODGE HAWTHORNE,Transport,5
COMCHEK LOVES TEHACHAPI,Transport,5
AUBURN FOREIGN CAR AUBURN,Transport,5
MICROTEL INN SUITES,Transport,5
DEBIT CRD PURCHASE PASSARELA VIA ESPA PANAMA,Transport,5
CROYDON EAST COAST CROYDEN,Transport,5
POLKVILLE SOUTHERN POLKVILLE,Transport,5
Q CENTER SAINT CHARLES,Transport,5
OROFINO SUNSET MAR OROFINO,Transport,5
MOSS BAY KAYAK,Transport,5
GAP CAR WASH GAP,Transport,5
BILL NELSONS AUTOMOTI TUCSON,Transport,5
DMA PLUS CAR WASH BOISE,Transport,5
FONTANA FRONT DESK FONTANA DAM,Transport,5
MANNHEIM COMMISSARY GERMANY,Transport,5
BRITE AND SHINY BASTROP T,Transport,5
CLUB WYNDHAM PLUS,Transport,5
ANTLERS HILTON BEV COLORADO SPRI,Transport,5
CAMDEN PARKING AUT CAMDEN,Transport,5
EASTCOASTDY,Transport,5
DEBIT CRD PUR INTL ARALSTATION LANDSBERG,Transport,5
AK TIRES INC PALM COAST,Transport,5
FLY AWAY LLC NASHVILLE,Transport,5
GOTTSCHALK OIL QWEST LIMON,Transport,5
PUNKS SELF SERVICE NATHALIE,Transport,5
DEBIT CRD PUR INTL GASERVICIO HERMOSILLO M,Transport,5
CRAB RIVER CITGO RICHMOND T,Transport,5
CAPTN BUTCHERS,Transport,5
AUTO BATH ARLINGTON T,Transport,5
ACORN PROPANE PHOENI,Transport,5
HILTON CPH AIRPORT KASTRUP,Transport,5
PONY CANYON STOP N AUSTIN,Transport,5
EPRESS SUITES WINONA,Transport,5
WALL LAKE OIL HARTFORD,Transport,5
ORTEGA SHELL SAN JUAN CAPI,Transport,5
LGANAHEIM TRANSIT ARTS,Transport,5
SANDIA CASINO BUFFET D ALBUQUERQUE,Transport,5
ELMESIRY INC LOS ANGELES,Transport,5
WATERMARK OPERATING ANNAPOLIS,Transport,5
INCA INN LLC MOAB,Transport,5
DM CARE CARE SHOPPETT DAVIS MONTHAN,Transport,5
TRAIL TRANSMISSION APACHEJNCTN,Transport,5
ROD N REEL LEINGTON PAR,Transport,5
NEW YORK STATE DMV,Transport,5
JDS AUTOMOTIVE SCOTTSDALE,Transport,5
JAIMES TIRE AND SAN ANTONIO T,Transport,5
FIVE RIVERS PETROLEUM CLAYSVILLE,Transport,5
QUIKWAY DALLAS T,Transport,5
DELTA FRANKL NUTLEY,Transport,5
HOTEL SAN FRANCISCO,Transport,5
CHECK CRD PUR RTRN TIRE KING COLORADO SPRI,Transport,5
ROLLING CREEK CARW HOUSTON T,Transport,5
NATCHEZ PILGRIMAGE TOU,Transport,5
CITY TIRE AND AUTO,Transport,5
UHAULS MART WEST MONROE,Transport,5
KENNESAW EMISSIONS CEN KENNESAW,Transport,5
AHERNS MOORE HAVEN,Transport,5
APACHE SANDS GAS STATI MESA,Transport,5
GASOL BOQUILLA DELICIAS C M,Transport,5
PAY SPACE SANTA CRUZ,Transport,5
BRANDEIS PARKING OMAHA,Transport,5
A SECURE TOWING LLC,Transport,5
AAA RENAISSANCE CONCOU ATLANTA,Transport,5
ENERGY WASH GILLETTE,Transport,5
CHECK CRD PUR RTRN PETROLEUM LAKEWOOD,Transport,5
G STORE HIGH LANDS,Transport,5
CHECK CRD PUR RTRN INTOWN SUITES ORLA ORLANDO,Transport,5
WYOMING FLEET SERVICE CHEYENNE,Transport,5
ACORN PETROLEUM INC PUEBLO,Transport,5
ISHINE EPRESS CAR MISSOURI CITY T,Transport,5
CINCO AUTO KATY T,Transport,5
SILVER LEGACY HOTEL RENO,Transport,5
CHECK CRD PUR RTRN THE WOODLANDS TACT SPRING T,Transport,5
CALDOR SERVICE CORTLANDT MAN,Transport,5
AUTO SHINE CAR WAS PENNSAUKEN,Transport,5
KISCH OIL COMPANY MAPLE GROVE,Transport,5
BADIN INN RESORT BADIN,Transport,5
MANAWA CENTRE WASH COUNCIL BLUFF,Transport,5
STAR GAS WASHINGTON,Transport,5
SUAREZ TIRES ENTERPRIS TUCSON,Transport,5
ARCO SUPER POWER M LIVE OAK,Transport,5
THE OLD ROAD SHELL VALENCIA,Transport,5
HEART IOWA NEVADA,Transport,5
CHECK CRD PUR RTRN AAFES HEIDELBERG MAIN APO,Transport,5
MORGAN RUN ACCOUNTING RANCHO SANTA,Transport,5
DEBIT CRD PURCHASE THE FUN MUSIC COMP ANY PTYDAW,Transport,5
WELD RACING,Transport,5
OCEANIC HOTEL,Transport,5
DION MOTEL DION,Transport,5
DIESEL DOCTORS INC SCOTTSDALE,Transport,5
VOYAGER THE SEAS,Transport,5
CKFONTANA FONTANA,Transport,5
BUCKET SUDZ ORLANDO,Transport,5
BUDGET BRAKES MORE LONGMONT,Transport,5
EASTERN SHAWNEE TRAVEL WYANDOTTE,Transport,5
CITGO GAS WASH MILWAUKEE,Transport,5
SHERWOOD MOTEL HAVELOCK,Transport,5
COSTCO HERMOSILLO HERMOSILLO M,Transport,5
TEDS CITGO CHARLTON CITY,Transport,5
AVON BELDON AVON LAKE,Transport,5
GUM SPRING CHANTILLY,Transport,5
SUPER BEE AUTO REPAIR MESA,Transport,5
PADILLAS AUTO ECO LAKE FOREST,Transport,5
LIONS TAI EAST PROVIDEN,Transport,5
M V SERVICE CENTER,Transport,5
HINES NORTH LOOP G MINNEAPOLIS,Transport,5
EAST LIBERT WINCHESTER,Transport,5
BOES DALLAS T,Transport,5
DEBIT CRD PUR INTL WATSON LAKE MOTORS WATSON LAKE,Transport,5
A QUALITY SERVIC NEPHI,Transport,5
PETES MAINLINE AUT STRAFFORD,Transport,5
GLASS OUTLET INC,Transport,5
AJS REPAIR INC NORTHFIELD,Transport,5
DETAIL DOCTORS FOUNTAIN HILL,Transport,5
AFFORADABLE AUTO REPAI PHOENI,Transport,5
HOTEL ICON HOUSTON T,Transport,5
DEBIT CRD PURCHASE TOMATE Y AMOR REST PANAMA,Transport,5
LINDSAYS AAMCO TRANSM FLAGSTAFF,Transport,5
CHECK CRD PUR RTRN PICTURE ROCKS HARD TUCSON,Transport,5
BILLS TOWING SERVI MOUNTAIN VIEW,Transport,5
CKRIVRSIDE RIVERSIDE,Transport,5
EAGLE STOP PANGUITCH,Transport,5
AUTO DRIVEAWAY COMPANY,Transport,5
S TLFLODGE YUMA,Transport,5
DEBIT CRD PUR INTL MARRIOTT CHATEAU CHAMP MONTREAL,Transport,5
TONY JUDDJUDD AUTO MOCCASIN,Transport,5
CAR WASH TUCSON,Transport,5
AVON QUICK MART AVON,Transport,5
HILTON HGV PSOLEIL ORLANDO,Transport,5
AUA WHITESTONE,Transport,5
LAHAINA SHORES HOT LAHAINA,Transport,5
AVERY PETROLEUM SAN JUAN CAPI,Transport,5
NO STEAMBOATGRAYLIN,Transport,5
GS TRANSIT MANAGEMENT SUN VALLEY,Transport,5
MTA MVM STRAITON A,Transport,5
J AND T AUTOMOTIVE HOUSTON T,Transport,5
LENOLA CITGO MAPLE SHADE,Transport,5
HOTEL ABRI SAN FRANCISCO,Transport,5
ELLIS ISLAND CASINO LAS VEGAS,Transport,5
AAA COLORADO,Transport,5
POCONO WHITEWATER JIM THORPE,Transport,5
S AUTOMOTIVE ASHEBORO,Transport,5
ROBERTS OIL SOCORRO,Transport,5
PARKING GARAGE ORLANDO,Transport,5
D AND R FUEL CLARKSBURG,Transport,5
SAC AIRPORT PAR SACRAMENTO,Transport,5
RIDE SHINE FIG FRESNO,Transport,5
CHECK CRD PUR RTRN SYNTEK GLOBAL SLC,Transport,5
MASTERPARK C SEATAC,Transport,5
THE BOZEMAN INN BOZEMAN,Transport,5
FEATHER HILL EPRESS NIOBRARA,Transport,5
DEBIT CRD PUR INTL WHITTARD PORTSMOUTH,Transport,5
VOGLES GULFPORT,Transport,5
WESTERN PRINCE CRUISES FRIDAY HARBOR,Transport,5
PAKS WASHINGTON,Transport,5
SARATOGA HILTON GIFT S SARATOGA SPRI,Transport,5
RESERVEDIRECT,Transport,5
AUSTIN ALIGN BRAKES AUSTIN T,Transport,5
LAREDO EECUTIVE INNS LAREDO T,Transport,5
THE LOOKOUT BELFAST,Transport,5
DEBIT CRD PUR INTL S Q CLUB SPORTS L GRANDE PRAIRI,Transport,5
ARROYO MOTEL NOGALES,Transport,5
ISANCTUARY LAGUNA BEACH,Transport,5
IRELANDFW EPCOT LAKE BUENA,Transport,5
DEBIT CRD PUR INTL BUS TURISTIC PDAS BARCELONA,Transport,5
BUSH GARAGE SAN FRANCISCO,Transport,5
HOMETOWN INN NORCROSS,Transport,5
ONAGER TOWING LLC MESA,Transport,5
RICK CLARKS AUTOMOTIVE LAKE HAVASU C,Transport,5
RADIO TAI KRAKOW,Transport,5
SAN JACINTO COM SAN JACINTO,Transport,5
VIKING LODGE SKI SHO WINTER PARK,Transport,5
LACLEDE STORE LACLEDE,Transport,5
WESTDALE CAR WASH QPS CEDAR RAPIDS,Transport,5
GATEWAY AUTO BODY,Transport,5
SAAB ENERGY MAIN BROCKTON,Transport,5
BELLA TERRA CAR WASH HUNTINGTON,Transport,5
WTGF CUERO CUERO T,Transport,5
EEC AIRCVG NEWPORT,Transport,5
LUTSEN RESORT COMP,Transport,5
PHILLIPS TIRE COMPANY FULLERTON,Transport,5
RD ARCH PHILADELPHIA,Transport,5
ADDISON AUTO REPAIR DENVER,Transport,5
CHECK CRD PUR RTRN ACORNS RESORT MILFORD,Transport,5
CROSSLAND AURORA,Transport,5
ANTLERS LLC OURAY,Transport,5
LAWTON,Transport,5
PIC N PUMP APPLE VALLEY,Transport,5
SERV IGLESIAS CHIHUAHUA CHI M,Transport,5
LORRIES AIRPORT SERVI SAN BRUNO,Transport,5
ROSE SKI TAHOE RENO,Transport,5
USAVE CITGO BLOOMINGDALE,Transport,5
SPLASH HAND CARWAS HOUSTON T,Transport,5
FLAG CENTER CARRY COLUMBUS,Transport,5
PHOENI EASTGATE MAYFIELD HTS,Transport,5
BRUCES DISCOUNT T BRON,Transport,5
INTATLANTIC MEDIC SAN ANTONIO T,Transport,5
ALL YELLOW TAI GARDENA,Transport,5
TIK TAK TOWING INC SUNNYVALE,Transport,5
V C CITGO INC YONKERS,Transport,5
RED ROCK MAGIC TRO SEDONA,Transport,5
DRURY SHAWNEE MISSION MERRIAM,Transport,5
VICTORS TIRES SALT LAKE,Transport,5
ENERGET DERIV CABOR CABORCA SON M,Transport,5
ELLIOTT OIL AGENCY,Transport,5
TECH EPRESS JACKSONVILLE,Transport,5
EROS TOURS AND TRAVEL LOS ANGELES,Transport,5
INN CROSS KEYS HINES,Transport,5
DOUBLETREE COLUMB,Transport,5
ECHO CANYON RIVER EPE,Transport,5
YAHOO BRADFORDCONTRO,Transport,5
ARMADA TOWING T,Transport,5
DEBIT CRD PUR INTL MARRIOTT SLOUGH,Transport,5
TIRE GUYS LEHI,Transport,5
METRA DOWNERS GRV DOWNERS GROVE,Transport,5
MORTON INN MORTON,Transport,5
GAS N GRUB IDAHO FALLS,Transport,5
SLS BEVERLY HILLS LOS ANGELES,Transport,5
M B AUTO SERVICE CALDWELL,Transport,5
VACATION VILLAGE LAUDERDALE,Transport,5
ELK CITY CLINTON KOA FOSS,Transport,5
TANDEM TIRE AUTO SER DUBUQUE,Transport,5
FUELCO ORANGE,Transport,5
EASTERN IOWA AIRPORT A CEDAR RAPIDS,Transport,5
HUNTER TAI,Transport,5
DAL SOGLIO MIDVALE,Transport,5
HOLLAND AMERWEBONBO SEATTLE,Transport,5
TANGLE RIVER INN PASON,Transport,5
TFINE CAR WASH IRVING T,Transport,5
DELWOOD DEL CITY,Transport,5
DEBIT CRD PUR INTL BOA SRZ CTO COCHABAMBA,Transport,5
VALENCIA ROAD CARWASH TUCSON,Transport,5
CANEPAS CAR WASH STOCKTON,Transport,5
SWISSOTEL PLAZA BASEL,Transport,5
SUPER DUTY SHOP SAN ANGELO T,Transport,5
CENTER GARAGE,Transport,5
ROUTE TIRE AUTO MARS,Transport,5
RPS CEDAR RAPIDS ONSTR CEDAR RAPIDS,Transport,5
TAP PORTUGAL LISBOA,Transport,5
UHAULECONOMY TIRE DELRAY BEAC,Transport,5
MARYS INC MARRY,Transport,5
GOPHER TAI SERVIC SAINT PAUL,Transport,5
MIDAS WESTMINSTER WESTMINSTER,Transport,5
CRALISOV ALISO VIEJO,Transport,5
BENSON HONDA SAN ANTONIO T,Transport,5
CARTHAGE DISCOUNT TIRE CARTHAGE T,Transport,5
FERNWOOD RESORT,Transport,5
ALPINE AUTOHAUS GRAND JUNCTIO,Transport,5
THE LUBE SHOP DENVER,Transport,5
LVH PARADISE RETAIL LAS VEGAS,Transport,5
SWEDISH CONCIERGE ANNAPOLIS,Transport,5
EAST BAY PARKS PARKING OAKLAND,Transport,5
LIMON LIMON,Transport,5
CLINTON SELF FAYETTEVILLE,Transport,5
SYED GREENVILLE,Transport,5
OHKAY RESORT CASINO SAN JUAN PUEB,Transport,5
DEBIT CRD PUR INTL NSB HOLMESTRAND HOLMESTRAND,Transport,5
HOTEL IBIS SUD ORANGE,Transport,5
HSA CARD PURCHASE GREATER LANSING LANSING,Transport,5
CHECK CRD PUR RTRN PETRO PALM SPRINGS,Transport,5
CHECK CRD PUR RTRN SANDS HOTEL RENO,Transport,5
BILL WATERS SPIRIT SEATTLE,Transport,5
ASTORIA TAI LONG CITY,Transport,5
KILLEBREW INC VICTORIA T,Transport,5
CAR GOLDEN VALLEY GOLDEN VALLEY,Transport,5
DEBIT CRD PUR INTL BOOMKAT DIGITAL MANCHESTER,Transport,5
TOMLIN MILL ONE STATESVILLE,Transport,5
CHECK CRD PUR RTRN UNION S SAN FRANCIS,Transport,5
SHINE MASTERS ATHE MENLO PARK,Transport,5
AUTO TECHNOLOGIES RICHMOND T,Transport,5
JET STREAM CAR OGDEN,Transport,5
TERRY PENCE WATSEKA,Transport,5
VICS TIRES FILLMORE,Transport,5
HILTON CONQ GOLF TUCSON,Transport,5
DUANES AUTOMOTIVES I VICTORVILLE,Transport,5
TRADERS GARAGE LLC CHICAGO,Transport,5
CM DISCOUNT TIRES GARLAND T,Transport,5
DENISON PLAZA PARKING INDIANAPOLIS,Transport,5
A ONE OIL PLATTSBURGH,Transport,5
WHALERS CAR WASH SANTA CRUZ,Transport,5
PARKSIDE GAS N NERSTRAND,Transport,5
EDGERTON TRAVEL EDGERTON,Transport,5
GET N DRAKES BRANCH,Transport,5
A PLUS QUALITY GLA MURRAY,Transport,5
EATNPARK WEIRTON,Transport,5
FASHION CTR PENTAGON C ARLINGTON,Transport,5
DUBLIN BART DUBLIN,Transport,5
BONNEAUS SCHELLVIL SONOMA,Transport,5
DEBIT CRD PUR INTL FTA AMERICANA MERIDA MERIDA M,Transport,5
AIR FRANCE ATLANTA,Transport,5
BLUPARKSANDPICSC,Transport,5
MUSIC ROAD HOTEL PIGEON FORGE,Transport,5
CHECK CRD PUR RTRN ASU PARKING SERVICES TEMPE,Transport,5
JIMMYS HAND CAR WASH COSTA MESA,Transport,5
DBA WESTERN DOMEST GARDENA,Transport,5
ELITE TAI CAB LLC PHOENI,Transport,5
CHECK CRD PUR RTRN ALLSTATE PAYMENT,Transport,5
DAYS INN NORMAN NORMAN,Transport,5
ELKO INN EPRESS ELKO,Transport,5
DEBIT CRD PUR INTL MALTHURST LOOE PLH,Transport,5
THE TIRE RACK,Transport,5
BILLS RADIATOR PHOENI,Transport,5
EISMANNS CORVETTE JUPITER,Transport,5
OAKBORO OIL OAKBORO,Transport,5
YONSUE GAS STATION MOCA,Transport,5
VAN HANDELS CHEES APPLETON,Transport,5
GREEN FOREST CAR WASH HAWTHORNE,Transport,5
THE JUNCTION S RALEIGH,Transport,5
NULIFE AUTO GLASS ROCK SPRINGS,Transport,5
PARKING DEPT,Transport,5
GRAND MART EAST GRAND RAPIDS,Transport,5
PALMYRA INN,Transport,5
CRCAR WASH CLUB,Transport,5
CALGARY CALGARY TRANI CALGARY,Transport,5
WOODLAND INN AND SUITE PINETOP,Transport,5
IHOTELS COM,Transport,5
CITY E LANSING PARK E LANSING,Transport,5
COMET PADOVA,Transport,5
JUBAS FUEL EPRES BLUE EARTH,Transport,5
FILL SAVE PASO ROBLES,Transport,5
DEBIT CRD PUR INTL BERJAYA MANILA HOTEL MAKATI CITY,Transport,5
PENSKE PHOENI RENTAL CHANDLER,Transport,5
HOTEL JOUFFROY PARIS,Transport,5
MAURICE RIVER CITG DORCHESTER,Transport,5
JEFFS TOWING SERV DICKINSON,Transport,5
J SANTOS AUTO REPA MIAMI,Transport,5
